Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,5/4/2020,03:35 PM,MAC-20-0360,Macalester Public Safety performed welfare check on student in residence hall.,5/4/2020 03:35 PM and 5/4/2020 03:45 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,5/4/2020,05:45 PM,MAC-20-0361,Public Safety assisted a student with gathering a medical card.,5/4/2020 05:45 PM and 5/4/2020 06:00 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,5/6/2020,03:00 AM,MAC-20-0362,Public Safety responded to a student needs access.,5/6/2020 03:00 AM and 5/6/2020 03:05 AM,,
LOITERING,HIGHWINDS PROPERTY,5/6/2020,09:05 AM,MAC-20-0363,An anonymous neighbor called to report loiterers at a Highwinds parking lot.  Subjects gone on arrival.,5/6/2020 09:05 AM and 5/6/2020 09:20 AM,,CLEARED NO SERVICE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : PARKING,5/6/2020,12:05 PM,MAC-20-0364,"Public Safety responded to a report of a suspicious person behind an administrative building.  Subject had left the property on 
arrival.",5/6/2020 12:05 PM and 5/6/2020 12:15 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/7/2020,12:12 AM,MAC-20-0365,Macalester College Public Safety observed three suspicious persons at the Dupre bike racks.,5/7/2020 12:12 AM and 5/7/2020 12:30 AM,,CLOSED
PROPERTY : MISSING,OFF CAMPUS (NON-CLERY),5/7/2020,10:32 AM,MAC-20-0366,Public Safety was notified of missing college property,4/30/2020 10:30 AM and 4/30/2020 10:40 AM,,CLOSED
TRESPASS : TITLE IX,MACALESTER CAMPUS,5/8/2020,09:46 AM,MAC-20-0367,Title IX Trespass Request,5/8/2020 09:46 AM and 5/8/2020 09:46 AM,,
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,5/9/2020,11:00 AM,MAC-20-0369,Compressor in basement making unusual noise-notified Heating Plant,5/9/2020 11:00 AM and 5/9/2020 11:00 AM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,5/9/2020,11:05 AM,MAC-20-0368,Office space unsecure-nothing unusual found secured door,5/9/2020 11:05 AM and 5/9/2020 11:10 AM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,5/9/2020,12:00 PM,MAC-20-0370,Public Safety provided access for student to retrieve musical instrument.,5/9/2020 12:00 PM and 5/9/2020 12:15 PM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 216 VERNON STREET (CHINESE HOUSE),5/9/2020,04:05 PM,MAC-20-0371,Public Safety was notified of suspicious activity/person,5/9/2020 04:05 PM and 5/9/2020 04:05 PM,,CLOSED
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/12/2020,02:45 PM,MAC-20-0372,Macalester College Public Safety responded to a theft.,5/12/2020 02:45 PM and 5/12/2020 03:00 PM,,ADVISED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,5/12/2020,05:53 PM,MAC-20-0373,"Macalester College Public safety responded to a report of a suspicious odor inside the Laura Jeffrey Academy (1550 Summit 
Ave).",5/12/2020 06:00 PM and 5/12/2020 06:35 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/13/2020,12:40 AM,MAC-20-0374,Public Safety responded to a fire panel trouble alarm.,5/13/2020 12:40 AM and 5/13/2020 12:50 AM,,CLEARED SERVICE COMPLETE
COMPLAINT : NEIGHBOR,HIGHWINDS PROPERTY,5/13/2020,11:15 AM,MAC-20-0375,"Macalester College Public Safety received phone call from neighbor of college advising of a building he observed natural damage 
to.",5/13/2020 11:15 AM and 5/13/2020 11:25 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/13/2020,08:57 PM,MAC-20-0376,Public Safety responded to suspicious activity on campus.,5/13/2020 08:56 PM and 5/13/2020 09:20 PM,,TRESPASSED
TRESPASS : ISSUED,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/13/2020,08:57 PM,MAC-20-0376,Public Safety responded to suspicious activity on campus.,5/13/2020 08:56 PM and 5/13/2020 09:20 PM,,TRESPASSED
MAINTENANCE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,5/13/2020,10:20 PM,MAC-20-0377,Public Safety responded to maintenance issue on campus.,5/13/2020 10:30 PM and 5/13/2020 10:30 PM,,CLOSED
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,5/13/2020,10:25 PM,MAC-20-0378,"Macalester Public Safety officer took a report from an employee involved in a single motor vehicle accident resulting in damage 
to Macalester owned vehicle.",5/13/2020 10:15 PM and 5/14/2020 11:20 AM,,ADVISED
ASSIST,ROADWAY : MACALESTER STREET,5/14/2020,04:30 PM,MAC-20-0379,Public Safety assisted in acquiring a permit and reserving street parking space.,5/14/2020 04:30 PM and 5/14/2020 04:40 PM,,CLEARED SERVICE COMPLETE
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,5/14/2020,04:50 PM,MAC-20-0380,Public Safety responded to an elevator emergency alarm. No emergency found.,5/14/2020 04:50 PM and 5/14/2020 04:55 PM,,CLEARED NO SERVICE
MOTOR VEHICLE CRASH,MACALESTER CAMPUS,5/15/2020,10:05 AM,MAC-20-0381,Public Safety was involved in a motor vehicle crash.,UNKNOWN and UNKNOWN,,
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,5/16/2020,12:00 AM,MAC-20-0382,Pubic Safety responded to noise complaint coming from Resident Hall.,5/16/2020 12:00 AM and 5/16/2020 12:10 AM,,CLOSED
PROPERTY : FOUND,OFF CAMPUS (NON-CLERY),5/16/2020,02:00 PM,MAC-20-0383,Public Safety received found property.  Returned property to owner.,5/16/2020 02:00 PM and 5/16/2020 02:25 PM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : PARKING : SOUTH PARKING,5/16/2020,10:46 PM,MAC-20-0384,Macalester College Public Safety observed and responded to an intoxicated female in the South Parking Lot.,5/16/2020 10:46 PM and 5/16/2020 10:55 PM,,CLEARED NO SERVICE
ASSIST : POLICE,NON-CAMPUS (CLERY GEOGRAPHY),5/16/2020,10:55 PM,MAC-20-0385,Macalester College Public Safety assisted Metro Transit Police officers in regard to an incident that occurred on the bus line.,5/16/2020 10:55 PM and 5/16/2020 11:10 PM,,CLEARED SERVICE COMPLETE
ASSAULT,NON-CAMPUS (CLERY GEOGRAPHY),5/16/2020,11:45 PM,MAC-20-0387,Macalester Public Safety Officers while on patrol discovered a male victim who had been assaulted.,5/16/2020 11:45 PM and 5/17/2020 12:20 AM,,CLOSED
COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,5/17/2020,12:48 AM,MAC-20-0386,Public safety responded to loitering.,5/17/2020 12:48 AM and 5/17/2020 12:55 AM,,ADVISED AND SENT
LOITERING,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,5/17/2020,12:48 AM,MAC-20-0386,Public safety responded to loitering.,5/17/2020 12:48 AM and 5/17/2020 12:55 AM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : PARKING : SOUTH PARKING,5/17/2020,03:25 AM,MAC-20-0388,Public safety responded to a suspicious activity.,5/17/2020 03:25 AM and 5/17/2020 03:33 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS,5/17/2020,06:03 AM,MAC-20-0389,Public Safety walks up to an unsecured area.,5/17/2020 06:03 AM and 5/17/2020 06:10 AM,,CLEARED NO SERVICE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ALCOHOL VIOLATION : ALCOHOLIC BEVERAGE IN PUBLIC",MACALESTER CAMPUS : EXTERIOR SPACES : ANDERSON PROTICO,5/18/2020,06:00 PM,MAC-20-0390,Macalester College Public Safety Trespassed Sayetu Osman Tilmo for consumption of alcohol on Macalester Property.,5/18/2020 06:05 PM and 5/18/2020 06:10 PM,,CLOSED
UNWANTED PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : ANDERSON PROTICO,5/18/2020,06:00 PM,MAC-20-0390,Macalester College Public Safety Trespassed Sayetu Osman Tilmo for consumption of alcohol on Macalester Property.,5/18/2020 06:05 PM and 5/18/2020 06:10 PM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,5/18/2020,08:13 PM,MAC-20-0391,Public safety responded to an access call.,5/18/2020 08:13 PM and 5/18/2020 08:18 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : FIRE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,5/19/2020,10:25 AM,MAC-20-0392,"Public Safety observed a fire truck in a college parking lot.  Passerby had called 911 as they had observed the fire strobes 
flashing inside.  System was being tested at the time.  No fire.",5/19/2020 10:25 AM and 5/19/2020 10:35 AM,,CLEARED NO SERVICE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,5/19/2020,05:30 PM,MAC-20-0393,Macalester College Public Safety officer observed interior door was unlocked.,5/19/2020 05:30 PM and 5/19/2020 06:00 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,5/19/2020,08:26 PM,MAC-20-0394,Public Safety responded to a maintenance routine.,5/19/2020 08:26 PM and 5/19/2020 08:30 PM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,5/20/2020,01:30 AM,MAC-20-0395,Public Safety discovered an unsecured building. Conducted a building check and found nothing unusual.,5/20/2020 01:30 AM and 5/20/2020 01:40 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,5/20/2020,04:20 AM,MAC-20-0396,Public Safety responded to a elevator malfunction in the Academic Hall.,5/20/2020 04:20 AM and 5/20/2020 04:40 AM,,CLOSED
LEWD OR INDECENT CONDUCT,MACALESTER CAMPUS : PARKING : WEST 1,5/20/2020,03:40 PM,MAC-20-0397,Public Safety responded to a report of suspicious activity.,5/20/2020 03:40 PM and 5/20/2020 03:50 PM,,
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/21/2020,02:20 AM,MAC-20-0398,Public Safety responded to a alarm in the Academic Hall.,5/21/2020 02:20 AM and 5/21/2020 02:30 AM,,CLOSED
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/21/2020,11:40 PM,MAC-20-0399,Public Safety responded to an alarm in the Academic Hall.,5/21/2020 11:40 PM and 5/21/2020 11:50 PM,,CLOSED
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,5/22/2020,11:15 PM,MAC-20-0400,Public Safety responded to a campus policy violation. Trespass issued.,5/22/2020 11:15 PM and 5/23/2020 12:05 AM,,ADVISED AND SENT
TRESPASS : ISSUED,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,5/22/2020,11:15 PM,MAC-20-0400,Public Safety responded to a campus policy violation. Trespass issued.,5/22/2020 11:15 PM and 5/23/2020 12:05 AM,,ADVISED AND SENT
PROPERTY : RECOVERED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,5/23/2020,08:40 PM,MAC-20-0402,Macalester Public Safety recovered 18 bags of groceries from Amazon left unattended outside of the Campus Center.,5/23/2020 08:40 PM and 5/23/2020 09:19 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,5/23/2020,09:25 PM,MAC-20-0401,Public Safety responded to a suspicious vehicle.,5/23/2020 09:25 PM and 5/23/2020 09:30 PM,,ADVISED AND SENT
LOITERING,MACALESTER CAMPUS : PARKING : WEST 1,5/23/2020,11:23 PM,MAC-20-0403,Public Safety observed loitering.,5/23/2020 11:23 PM and 5/23/2020 11:26 PM,,ADVISED AND SENT
ANIMAL : RUNNING AT LARGE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,5/24/2020,05:00 PM,MAC-20-0405,Macalester College Public Safety responded to a report of a bat at large in a residence hall.,5/24/2020 05:00 PM and 5/24/2020 05:30 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,5/24/2020,05:25 PM,MAC-20-0404,Public Safety responded to a fire panel trouble alarm.,5/24/2020 05:25 PM and 5/24/2020 05:30 PM,,CLEARED SERVICE COMPLETE
PROPERTY : RECOVERED,ROADWAY : MACALESTER STREET,5/24/2020,06:00 PM,MAC-20-0406,Public Safety responded to a missing property report.,5/24/2020 04:13 PM and 5/24/2020 08:10 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS,5/25/2020,01:50 AM,MAC-20-0407,Public Safety responded to a suspicious activity.,5/25/2020 01:50 AM and 5/25/2020 01:55 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,5/25/2020,03:40 PM,MAC-20-0408,Public Safety responded to a fire panel trouble alarm. Dirty smoke detector replaced.,5/25/2020 03:40 PM and 5/25/2020 03:50 PM,,CLEARED SERVICE COMPLETE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : PARKING : WEST 2,5/25/2020,07:30 PM,MAC-20-0409,Public Safety responded to suspicious activity.,5/25/2020 07:30 PM and 5/25/2020 07:35 PM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : PARKING : WEST 2,5/25/2020,07:30 PM,MAC-20-0409,Public Safety responded to suspicious activity.,5/25/2020 07:30 PM and 5/25/2020 07:35 PM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,ROADWAY : MACALESTER STREET,5/28/2020,12:05 AM,MAC-20-0410,Macalester College Public Safety investigated suspicious activity in the vicinity of the Language Houses.,5/28/2020 12:05 AM and 5/28/2020 12:25 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/28/2020,08:45 AM,MAC-20-0411,Public Safety observed suspicious activity near a residence hall while reviewing security camera footage.,5/28/2020 04:31 AM and 5/28/2020 04:33 AM,,CLOSED
SUSPICIOUS ACTIVITY,ROADWAY : MACALESTER STREET,5/29/2020,11:30 AM,MAC-20-0415,Public Safety observed suspicious activity involving student at Grand and Macalester-Advised and Sent,5/29/2020 11:30 AM and 5/30/2020 12:10 AM,,
PROPERTY : RECOVERED,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 57 MAC,5/29/2020,08:00 PM,MAC-20-0414,Public Safety via a radio call on property recovered.,5/29/2020 08:00 PM and 5/29/2020 08:05 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 63 MAC,5/29/2020,08:15 PM,MAC-20-0413,Public Safety officer responded to an unsecured area.,5/29/2020 08:15 PM and 5/29/2020 08:20 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 53 MAC,5/29/2020,08:30 PM,MAC-20-0412,Public Safety responded to an unsecured area.,5/29/2020 08:30 PM and 5/29/2020 08:40 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,5/30/2020,02:38 PM,MAC-20-0416,Macalester College Public Safety responded to a report of a digital card reader malfunctioning.,5/30/2020 02:38 PM and 5/30/2020 02:52 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,HIGHWINDS PROPERTY,5/30/2020,04:40 PM,MAC-20-0417,Macalester College Public Safety received report of a boiler making loud noises.,5/30/2020 04:40 PM and 5/30/2020 04:40 PM,,REFERRED TO OTHER DEPARTMENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS,5/30/2020,05:00 PM,MAC-20-0418,Public Safety assisted a student with temporary housing.,5/30/2020 05:00 PM and 5/30/2020 05:05 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY,HIGHWINDS PROPERTY,5/30/2020,06:30 PM,MAC-20-0419,Public Safety observed suspicious activity-two parties advised and sent,5/30/2020 06:30 PM and 5/30/2020 06:40 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,5/31/2020,09:43 AM,MAC-20-0420,Public Safety observed a suspicious vehicle and driver loitering in a college lot.  Advised and sent.,5/31/2020 09:43 AM and 5/31/2020 09:46 AM,,ADVISED AND SENT
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,5/31/2020,10:48 PM,MAC-20-0423,Public Safety Responded to a fire alarm in Doty Hall-smoke from burnt food no fire.,5/31/2020 10:48 PM and 5/31/2020 10:56 PM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS,5/31/2020,11:00 PM,MAC-20-0422,Public Safety observed graffiti on campus.,5/31/2020 11:00 PM and 5/31/2020 11:25 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,6/1/2020,12:45 AM,MAC-20-0421,Public Safety observed a maintenance issue.,6/1/2020 12:45 AM and 6/1/2020 12:55 AM,,
INFORMATION ONLY,MACALESTER CAMPUS : EXTERIOR SPACES : THE ROCK,6/1/2020,09:26 AM,MAC-20-0424,Macalester Public Safety was informed of sanctioned event of rock painting.,6/1/2020 09:26 AM and 6/1/2020 09:27 AM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE EMPLOYEE,OFF CAMPUS (NON-CLERY),6/1/2020,11:10 AM,MAC-20-0425,Macalester College Public Safety responded to a complaint of a cyber threat directed at significant other.,6/1/2020 11:10 AM and 6/1/2020 12:00 PM,,OPEN
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,6/1/2020,12:30 PM,MAC-20-0426,Macalester College Public Safety officer took report of missing key from staff member's office.,6/1/2020 12:30 PM and 6/1/2020 12:31 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : PARKING : WEST 2,6/1/2020,02:42 PM,MAC-20-0427,Macalester College Public Safety officer discovered subject smoking possible marijuana on campus property.,6/1/2020 02:42 PM and UNKNOWN,,CLOSED
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : WEST 2,6/1/2020,02:42 PM,MAC-20-0427,Macalester College Public Safety officer discovered subject smoking possible marijuana on campus property.,6/1/2020 02:42 PM and UNKNOWN,,CLOSED
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,6/2/2020,03:00 PM,MAC-20-0428,Public Safety was made aware of a bike theft that had occurred sometime in the last 2 months.,4/27/2020 12:00 AM and 6/2/2020 03:00 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,6/2/2020,05:29 PM,MAC-20-0429,"Public Safety found an exterior door ajar and an unsecured office door at an Academic building.  Security camera reviewed. No 
suspicious activity found.",6/2/2020 12:01 PM and 6/2/2020 05:50 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,6/2/2020,09:30 PM,MAC-20-0430,Public Safety responded to unsecured area.,6/2/2020 09:30 PM and 6/2/2020 09:40 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : CULTURAL HOUSE,6/3/2020,06:01 AM,MAC-20-0431,Public Safety observed an unsecured area.,6/3/2020 06:01 AM and 6/3/2020 06:10 AM,,CLOSED
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS : EXTERIOR SPACES : MCLAUGHLIN PLAZA,6/3/2020,04:21 PM,MAC-20-0432,Macalester College Public Safety responded to a medical emergency involving a Emeriti Faculty member.,6/3/2020 04:21 PM and 6/3/2020 05:10 PM,,NOT TRANSPORTED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,6/3/2020,09:23 PM,MAC-20-0433,Public safety observed a suspicious window screen in the bushes.,6/3/2020 09:23 PM and 6/3/2020 09:30 PM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES,6/4/2020,07:00 AM,MAC-20-0434,Public Safety was notified of graffiti on campus signage.  Grounds will remove.,6/4/2020 07:00 AM and 6/4/2020 07:00 AM,,CLEARED SERVICE COMPLETE
UNAUTHORIZED ACCESS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,6/4/2020,09:10 PM,MAC-20-0435,Public safety observed unauthorized access.,6/4/2020 09:10 PM and 6/4/2020 09:15 PM,,CLOSED
ALARMS : MECHANICAL,HIGHWINDS PROPERTY,6/5/2020,03:58 AM,MAC-20-0436,Public Safety responded to an alarm mechanical.,6/5/2020 03:58 AM and 6/5/2020 04:05 AM,,REFERRED TO OTHER DEPARTMENT
DAMAGE TO PROPERTY,MACALESTER CAMPUS : PARKING : SOUTH PARKING,6/5/2020,04:25 PM,MAC-20-0437,Public Safety observed a vehicle parked in a closed parking lot.  Advised and sent 1 subject.,6/5/2020 04:25 PM and 6/5/2020 04:35 PM,,FINAL
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,6/5/2020,04:25 PM,MAC-20-0437,Public Safety observed a vehicle parked in a closed parking lot.  Advised and sent 1 subject.,6/5/2020 04:25 PM and 6/5/2020 04:35 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,6/5/2020,09:38 PM,MAC-20-0438,Public safety observed 3 juveniles enter unauthorized space.,6/5/2020 09:38 PM and 6/5/2020 09:45 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,6/6/2020,03:45 PM,MAC-20-0439,Public Safety was informed of a cart malfunction.,6/6/2020 03:45 PM and 6/6/2020 04:00 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,6/6/2020,08:30 PM,MAC-20-0440,Public Safety responded to a maintenance issue in Resident Hall.,6/6/2020 08:30 PM and 6/6/2020 02:40 AM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES,6/6/2020,11:50 PM,MAC-20-0441,Public Safety observed graffiti on campus.,6/6/2020 11:50 PM and 6/6/2020 11:55 PM,,REFERRED TO OTHER DEPARTMENT
